"Conso" "Temp" "cosinus" "sinus" "day_length" "teff" "seuil" "T00" "t1" "t2" "t3" "t4" "t5" "t6" "t7" "Date" "month" "year" "day" "weekend" "wday" "quarter" "season" "holidays" "jc" "lagholidays" "leadholidays"
0,0740921857457332 -0,431210321368316 0,507301894983662 1,26025615220946 -0,297370208140011 -0,51675394721963 0,213352409726795 -0,842041184150731 -0,452543562503439 -0,731652827269481 -0,33525621488292 -0,466439379496789 -0,608148848960583 -0,61337002932628 -0,988602094162678 2015-03-08 "March" "2015" "Sunday" "1" "1" "1" "low_season" "0" "1" "0" "0"
0,210460346873364 -0,472948925184099 0,485080583292244 1,2700127685208 -0,275711735964455 -0,489947571960549 0,213352409726795 -0,842041184150731 -0,293212516388334 -0,470342332993345 -0,404542354579331 -0,52909162889779 -0,428722996173589 -0,456410045301707 -0,729940903272802 2015-03-09 "March" "2015" "Monday" "0" "2" "1" "low_season" "0" "0" "0" "0"
0,174726923502458 -0,451888161790814 0,462696844472117 1,27938030111986 -0,25398590759734 -0,455817725881409 0,213352409726795 -0,842041184150731 -0,246979766796181 -0,639830691652684 -0,278602354799667 -0,745318294513439 -0,470423247674191 -0,296770256671837 -0,468987294147566 2015-03-10 "March" "2015" "Tuesday" "0" "3" "1" "low_season" "0" "0" "0" "0"
0,289430022507649 -1,09634752162534 0,440157311308173 1,28835597420457 -0,232196523092232 -0,920077879756032 0,213352409726795 -0,842041184150731 -0,161009777885152 -0,965799273092315 -1,02888320455085 -0,644081428103285 -0,449381836366547 -0,250447919923121 -0,638244173858371 2015-03-11 "March" "2015" "Wednesday" "0" "4" "1" "low_season" "0" "0" "0" "0"
0,269995534096025 -0,998702164074654 0,417468662750534 1,29693712808929 -0,210347341026636 -0,94468257866098 0,213352409726795 -0,842041184150731 -0,37230490618648 -1,15479983557022 -0,84284417752071 -0,854195679143226 -1,09324902238043 -0,16431134332427 -0,963767563279603 2015-03-12 "March" "2015" "Thursday" "0" "5" "1" "low_season" "0" "0" "0" "0"
0,266796673729703 -1,13540566464561 0,394637621935426 1,30512121999292 -0,188442086978872 -1,11882359050253 0,213352409726795 -0,842041184150731 -0,453307740182649 -1,23973531101576 -0,889162536102288 -0,512282488814594 -0,995693388135904 -0,376015907142779 -1,15250999799097 2015-03-13 "March" "2015" "Friday" "0" "6" "1" "low_season" "0" "0" "0" "0"
0,300045799840453 -1,13540566464561 0,371670954192978 1,3129058247924 -0,166484455041817 -1,12571831382205 0,213352409726795 -0,842041184150731 -0,547301594725373 -1,16933834037622 -0,902943204771187 -0,827835891285488 -1,13227127607824 -0,457175703760363 -1,23732947269932 2015-03-14 "March" "2015" "Saturday" "1" "7" "1" "low_season" "0" "1" "0" "0"
0,254326499710745 -0,96730248047012 0,348575465042504 1,32028863574132 -0,144478114785981 -1,02463046844663 0,213352409726795 -0,842041184150731 -0,630596961759169 -0,890046011208457 -0,977971289746306 -1,15599614881878 -1,13227127607824 -0,551351694175107 -1,16702864681493 2015-03-15 "March" "2015" "Sunday" "1" "1" "1" "low_season" "0" "1" "0" "0"
0,256324666849357 -0,826386827220502 0,32535799817588 1,32726746515347 -0,122426713681509 -0,898273558669936 0,213352409726795 -0,842041184150731 -0,516734487557007 -0,555660400670619 -1,01893049940109 -1,10633278039116 -0,964322556731781 -0,63480846616866 -0,888117761512697 2015-03-16 "March" "2015" "Monday" "0" "2" "1" "low_season" "0" "0" "0" "0"
0,181217112258591 -0,669005486227044 0,302025433429613 1,33384024505108 -0,100333883153079 -0,740498341060765 0,213352409726795 -0,842041184150731 -0,227111147136743 -0,364746877034028 -0,623119071522149 -0,929836809517605 -0,823536386527913 -0,520725355828849 -0,554188838561808 2015-03-17 "March" "2015" "Tuesday" "0" "3" "1" "low_season" "0" "0" "0" "0"
